https://www.hk01.com/紀實/289770/年宵2019-圖輯-豬仔-桃花-風車-美食-維園年宵熱鬧迎新年,

https://www.hk01.com/親子/289463/年宵市場-全港15個年宵市場地圖-維園豬年創意年貨率先睇,新年行年宵相信成為了不少人的習慣，雖然有人不喜歡人多擠逼的感覺，但亦很多人喜歡熱鬧的氛圍！港九新界合共有15個年宵市場，而當中最大的維多利亞公園農曆年宵市場亦在今日（1月30日）開始營業，讓我們率先帶大家看看今年有什麼豬年應節商品。維園年宵今年有284檔乾貨攤位、180檔濕貨攤位以及3檔熟食攤位，一如以往是全港最大規模的年宵市場，因此產品一定最多最齊，今年豬年，相信「豬」這個題材的發揮空間很大，一起來看看今年的創意產物吧！維園年宵市場創意年貨及攤檔：港島區：1. 維多利亞公園農曆年宵市場地址：香港島銅鑼灣興發街一號九龍區：1. 界限街花墟公園年宵市場地址：九龍界限街101號2. 黃大仙摩士3號公園年宵市場地址：香港九龍黃大仙鳳舞街40號3. 觀塘區年宵市場 (觀塘遊樂場)地址： 觀塘翠屏道6號4. 長沙灣遊樂場年宵市場地址：香港長沙灣發祥街7號新界區：1. 葵青區年宵市場（葵涌運動場）地址：葵涌興盛路93號2. 荃灣年宵市場（沙咀道遊樂場）地址：荃灣沙咀道171-199號3. 將軍澳寶康公園年宵市場地址：新界將軍澳運隆路10號4. 西貢萬宜遊樂場年宵市場地址：西貢萬年街25號5. 大埔年度年宵市場 (天后宮風水廣場)地址：香港太和汀角路10號6. 沙田源禾年宵市場(沙田源禾遊樂場)地址：沙田源禾路16號7. 北區年宵市場 (石湖墟遊樂場)地址：香港上水新樂街9號8. 元朗年度年宵市場 (元朗東頭工業區遊樂場)地址：元朗東頭工業區強業街9. 屯門天后廟廣場年宵市場地址：香港屯門天后路離島區：1. 離島區達東路花園年宵市場地址：香港東涌達東路33號全港年宵平面圖

https://www.hk01.com/熱爆話題/289486/媽媽辛苦了-丹麥媽媽生完3胞胎肚皮勁鬆馳-ig誠實分享引共鳴,媽媽辛苦陀B，「卸貨」後還要面對身材走樣的現實，的確令人沮喪。丹麥一名36歲的3胞胎媽媽，產前不時在Instagram分享懷孕過程，當中一張記錄了懷孕12星期至34星期的奇妙對比圖，更令她熱爆網絡。不過去年9月3胞胎出生後，除肚皮鬆弛並出現妊娠紋，還受「腹直肌分離」（diastasis recti）等生產後遺症困擾，她更曾感絕望，幸好最終憑運動，肚圍縮小一點，她決定將心路歷程放在IG，希望藉此鼓勵更多偉大的媽媽誠實面對自己，目前已逾27萬人追蹤帳戶。下載「香港01」App ，即睇城中熱話：https://hk01.app.link/qIZYuEC5LO現居丹麥哥本哈根的媽媽瑪麗亞（Maria），4年前透過交友App「Tinder」認識丈夫，二人育有一名2歲兒子，直正去年年初結婚後，意外懷上3胞胎。自此瑪麗亞不時在IG分享懷孕周記，讓網民一路見證巨肚「成長」，又曾上載一張懷孕12星期至34星期的對比圖，「最奇怪的是它很凸出，但沒有下垂」，引起網民熱議。瑪麗亞最終在去年9月產下3胞胎，當大家都替她興奮的時候，她卻非常失望地貼出自己產後的身材。產後4星期後，瑪麗亞上載一張仍然凸出、輕微下垂的肚子照片，「令人驚訝的是，對比三周前的最後一張照片，完全沒有變小」，並直言這令她相當失望，「分享這張照片時我不是很快樂」。除了肚皮鬆馳並出現妊娠紋，瑪麗亞出現「腹直肌分離」（diastasis recti）等生產後遺症，令她心情受影響。後來她尋求專門幫助產後媽媽的訓練員意見，做一些簡單的運動，以及一星期使用腰封約4至5日，情況有所改善，最近能穿到一些以前穿過的褲子，因而欣喜地表示「這是一個開始」。瑪麗亞將產後及育兒點滴，繼續放上IG分享，引起不少網民及媽媽共鳴追看。她近日又將肚子日漸修復的過程拍下，藉此向其他媽媽分享心得和感受，她說這個情況很常見，即使不是生3胞胎，若然孕婦陀着一個巨型嬰兒，或短時間內多次懷孕，都會出現類似情況。她又指很多人都沒有為意肚皮鬆馳的問題，若做不適當的運動很大可能弄巧反拙。（綜合）

https://www.hk01.com/即時體育/289810/歐聯-psg公布尼馬復出期-保守療法休10周-鐵定缺陣鬥曼聯,尼馬鐵定無法鬥曼聯！巴黎聖日耳門周三（30日）宣布，陣中主力尼馬腳傷不用開刀，意味這名巴西鋒將可在今季內復出。不過，休養期長達10周，尼馬肯定缺席對曼聯的歐聯16強兩回合賽事。尼馬在法國盃32強，對斯特拉斯堡一戰受傷退下火線，事後發現右腳蹠骨再次骨折，但位置與上次不同。外國傳媒日前指PSG及巴西國家隊隊醫，商量尼馬應否再次接受手術一事，才遲遲未公布療程。不過，PSG周三於官網宣布，在聽取專家意見後，決定採取保守療法，避免開刀令尼馬錯過今季餘下的比賽，以及今夏於巴西舉行的美洲國家盃。惟保守療法亦意味，尼馬將要休養一段長時間；根據聲明，這名巴西國腳將會缺陣10周左右。若入四強　次回合或可上陣休養10周，代表尼馬肯定無法在歐聯16強對曼聯的兩回合賽事出場。尼馬將要休息到4月底，若PSG可在歐聯過關斬將殺入四強，這名巴西球星有望在次回合復出。尼馬在季尾復出，亦讓他有機會入選巴西國家隊，出戰在美洲盃。「森巴兵團」教頭泰迪早前明言，「不會選一個狀態只得一半的尼馬入伍」。早前有消息人士指出，尼馬若果接受手術，休養期將會比首次受傷時更長，勢必影響他備戰美洲盃，甚至無法入選國家隊。

https://www.hk01.com/樂壇實況/289138/01眾樂迷-香港唱片最後一店將結業-開業34年終成港人回憶,近年不少唱片店宣告結業，去年6月香港唱片(Hong Kong Records)的太古廣場分店因連年虧蝕而結業，HMV又於上月被入稟要求還款而面臨清盤局面。種種的經營問題加上大環境驅使，唱片店的日子似乎並不好過。近日香港唱片尖沙咀分店亦宣告將於2月20日結業，成為香港唱片最後一間結業的分店，並為這屹立香港三十餘年的唱片零售品牌正式劃上句號。Hong Kong Records前身為小型唱片店「Do Re Mi」，由蕭勁展創立，原本是香港管弦樂團小提琴手的他，堅持唱片店要以音樂為主，走高雅路線。所以「Do Re Mi」於85年金鐘廊開業後，短短四年便進駐太古廣場，及後更易名為「Hong Kong Records香港唱片」，吸引不少中產樂迷成為忠實顧客。要問香港唱片與其他同類店鋪的不同之處，大概便是其對音樂的熱情與專業。設立爵士與古典音樂專屬房間予發燒樂迷「慢慢嘆」，香港唱片可說是同行內的先驅者。除此之外亦試過聘請DJ在場內選曲播放，提升店內的音樂氛圍，亦有效向顧客宣傳各類的音樂，提升大家的音樂品味。有網民憶述香港CD零售最輝煌的年代，香港唱片仍然比起其他品牌令人印象深刻，原因是店內職員對古典音樂也較內行，而每次入店也像是尋寶般，總能找到些大路唱片店沒在賣的唱片，永遠為樂迷帶來驚喜。只可惜此情不再，由1985年的「De Re Mi」屹立至今，香港唱片終於要向樂迷道別，成為港人的集體回憶。下載《香港01》App，打開App首頁，撳「＋」選取「01眾樂迷」做你嘅「已選頻道」，每日都睇盡【01眾樂迷】精彩內容啦！即睇 【01眾樂迷專屬頻道】

